Original Image Path,Label,Original Subset,Subset,Image Path
marvel/train/doctor strange/pic_303.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_303.jpg
marvel/train/hulk/pic_270.jpg,hulk,train,train,dataset/train/hulk/pic_270.jpg
marvel/train/thanos/pic_001.jpg,thanos,train,train,dataset/train/thanos/pic_001.jpg
marvel/train/ironman/pic_313.jpg,ironman,train,train,dataset/train/ironman/pic_313.jpg
marvel/train/doctor strange/pic_428.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_428.jpg
marvel/train/thanos/pic_162.jpg,thanos,train,train,dataset/train/thanos/pic_162.jpg
marvel/train/captain america/pic_306.jpg,captain america,train,train,dataset/train/captain america/pic_306.jpg
marvel/train/loki/pic_087.jpg,loki,train,train,dataset/train/loki/pic_087.jpg
marvel/train/loki/pic_039.jpg,loki,train,train,dataset/train/loki/pic_039.jpg
marvel/train/ironman/pic_208.jpg,ironman,train,train,dataset/train/ironman/pic_208.jpg
marvel/train/thanos/pic_101.jpg,thanos,train,train,dataset/train/thanos/pic_101.jpg
marvel/train/spider-man/pic_271.jpg,spider-man,train,train,dataset/train/spider-man/pic_271.jpg
marvel/train/captain america/pic_067.jpg,captain america,train,train,dataset/train/captain america/pic_067.jpg
marvel/train/spider-man/pic_310.jpg,spider-man,train,train,dataset/train/spider-man/pic_310.jpg
marvel/train/hulk/pic_209.jpg,hulk,train,train,dataset/train/hulk/pic_209.jpg
marvel/train/doctor strange/pic_056.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_056.jpg
marvel/train/doctor strange/pic_311.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_311.jpg
marvel/train/loki/pic_151.jpg,loki,train,train,dataset/train/loki/pic_151.jpg
marvel/train/spider-man/pic_041.jpg,spider-man,train,train,dataset/train/spider-man/pic_041.jpg
marvel/train/thanos/pic_133.jpg,thanos,train,train,dataset/train/thanos/pic_133.jpg
marvel/train/doctor strange/pic_240.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_240.jpg
marvel/train/loki/pic_398.jpg,loki,train,train,dataset/train/loki/pic_398.jpg
marvel/train/captain america/pic_364.jpg,captain america,train,train,dataset/train/captain america/pic_364.jpg
marvel/train/spider-man/pic_177.jpg,spider-man,train,train,dataset/train/spider-man/pic_177.jpg
marvel/train/ironman/pic_137.jpg,ironman,train,train,dataset/train/ironman/pic_137.jpg
marvel/train/loki/pic_183.jpg,loki,train,train,dataset/train/loki/pic_183.jpg
marvel/train/loki/pic_286.jpg,loki,train,train,dataset/train/loki/pic_286.jpg
marvel/train/ironman/pic_101.jpg,ironman,train,train,dataset/train/ironman/pic_101.jpg
marvel/train/hulk/pic_317.jpg,hulk,train,train,dataset/train/hulk/pic_317.jpg
marvel/train/loki/pic_005.jpg,loki,train,train,dataset/train/loki/pic_005.jpg
marvel/train/hulk/pic_024.jpg,hulk,train,train,dataset/train/hulk/pic_024.jpg
marvel/train/hulk/pic_178.jpg,hulk,train,train,dataset/train/hulk/pic_178.jpg
marvel/train/captain america/pic_081.jpg,captain america,train,train,dataset/train/captain america/pic_081.jpg
marvel/train/doctor strange/pic_142.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_142.jpg
marvel/train/captain america/pic_373.jpg,captain america,train,train,dataset/train/captain america/pic_373.jpg
marvel/train/hulk/pic_079.jpg,hulk,train,train,dataset/train/hulk/pic_079.jpg
marvel/train/doctor strange/pic_127.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_127.jpg
marvel/train/ironman/pic_347.jpg,ironman,train,train,dataset/train/ironman/pic_347.jpg
marvel/train/spider-man/pic_147.jpg,spider-man,train,train,dataset/train/spider-man/pic_147.jpg
marvel/train/loki/pic_156.jpg,loki,train,train,dataset/train/loki/pic_156.jpg
marvel/train/hulk/pic_057.jpg,hulk,train,train,dataset/train/hulk/pic_057.jpg
marvel/train/loki/pic_266.jpg,loki,train,train,dataset/train/loki/pic_266.jpg
marvel/train/spider-man/pic_117.jpg,spider-man,train,train,dataset/train/spider-man/pic_117.jpg
marvel/train/captain america/pic_151.jpg,captain america,train,train,dataset/train/captain america/pic_151.jpg
marvel/train/loki/pic_074.jpg,loki,train,train,dataset/train/loki/pic_074.jpg
marvel/train/black widow/pic_368.jpg,black widow,train,train,dataset/train/black widow/pic_368.jpg
marvel/train/ironman/pic_324.jpg,ironman,train,train,dataset/train/ironman/pic_324.jpg
marvel/train/black widow/pic_087.jpg,black widow,train,train,dataset/train/black widow/pic_087.jpg
marvel/train/black widow/pic_019.jpg,black widow,train,train,dataset/train/black widow/pic_019.jpg
marvel/train/ironman/pic_372.jpg,ironman,train,train,dataset/train/ironman/pic_372.jpg
marvel/train/thanos/pic_388.jpg,thanos,train,train,dataset/train/thanos/pic_388.jpg
marvel/train/spider-man/pic_082.jpg,spider-man,train,train,dataset/train/spider-man/pic_082.jpg
marvel/train/doctor strange/pic_148.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_148.jpg
marvel/train/ironman/pic_228.jpg,ironman,train,train,dataset/train/ironman/pic_228.jpg
marvel/train/loki/pic_257.jpg,loki,train,train,dataset/train/loki/pic_257.jpg
marvel/train/loki/pic_226.jpg,loki,train,train,dataset/train/loki/pic_226.jpg
marvel/train/spider-man/pic_272.jpg,spider-man,train,train,dataset/train/spider-man/pic_272.jpg
marvel/train/thanos/pic_310.jpg,thanos,train,train,dataset/train/thanos/pic_310.jpg
marvel/train/spider-man/pic_355.jpg,spider-man,train,train,dataset/train/spider-man/pic_355.jpg
marvel/train/thanos/pic_393.jpg,thanos,train,train,dataset/train/thanos/pic_393.jpg
marvel/train/spider-man/pic_075.jpg,spider-man,train,train,dataset/train/spider-man/pic_075.jpg
marvel/train/hulk/pic_037.jpg,hulk,train,train,dataset/train/hulk/pic_037.jpg
marvel/train/black widow/pic_328.jpg,black widow,train,train,dataset/train/black widow/pic_328.jpg
marvel/train/spider-man/pic_215.jpg,spider-man,train,train,dataset/train/spider-man/pic_215.jpg
marvel/train/loki/pic_076.jpg,loki,train,train,dataset/train/loki/pic_076.jpg
marvel/train/loki/pic_291.jpg,loki,train,train,dataset/train/loki/pic_291.jpg
marvel/train/doctor strange/pic_363.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_363.jpg
marvel/train/black widow/pic_280.jpg,black widow,train,train,dataset/train/black widow/pic_280.jpg
marvel/train/captain america/pic_189.jpg,captain america,train,train,dataset/train/captain america/pic_189.jpg
marvel/train/loki/pic_212.jpg,loki,train,train,dataset/train/loki/pic_212.jpg
marvel/train/spider-man/pic_139.jpg,spider-man,train,train,dataset/train/spider-man/pic_139.jpg
marvel/train/captain america/pic_044.jpg,captain america,train,train,dataset/train/captain america/pic_044.jpg
marvel/train/captain america/pic_194.jpg,captain america,train,train,dataset/train/captain america/pic_194.jpg
marvel/train/doctor strange/pic_350.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_350.jpg
marvel/train/thanos/pic_288.jpg,thanos,train,train,dataset/train/thanos/pic_288.jpg
marvel/train/thanos/pic_224.jpg,thanos,train,train,dataset/train/thanos/pic_224.jpg
marvel/train/ironman/pic_342.jpg,ironman,train,train,dataset/train/ironman/pic_342.jpg
marvel/train/doctor strange/pic_110.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_110.jpg
marvel/train/captain america/pic_340.jpg,captain america,train,train,dataset/train/captain america/pic_340.jpg
marvel/train/captain america/pic_096.jpg,captain america,train,train,dataset/train/captain america/pic_096.jpg
marvel/train/black widow/pic_054.jpg,black widow,train,train,dataset/train/black widow/pic_054.jpg
marvel/train/spider-man/pic_349.jpg,spider-man,train,train,dataset/train/spider-man/pic_349.jpg
marvel/train/doctor strange/pic_017.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_017.jpg
marvel/train/doctor strange/pic_158.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_158.jpg
marvel/train/loki/pic_339.jpg,loki,train,train,dataset/train/loki/pic_339.jpg
marvel/train/black widow/pic_346.jpg,black widow,train,train,dataset/train/black widow/pic_346.jpg
marvel/train/loki/pic_035.jpg,loki,train,train,dataset/train/loki/pic_035.jpg
marvel/train/captain america/pic_247.jpg,captain america,train,train,dataset/train/captain america/pic_247.jpg
marvel/train/captain america/pic_257.jpg,captain america,train,train,dataset/train/captain america/pic_257.jpg
marvel/train/doctor strange/pic_179.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_179.jpg
marvel/train/hulk/pic_230.jpg,hulk,train,train,dataset/train/hulk/pic_230.jpg
marvel/train/spider-man/pic_061.jpg,spider-man,train,train,dataset/train/spider-man/pic_061.jpg
marvel/train/hulk/pic_064.jpg,hulk,train,train,dataset/train/hulk/pic_064.jpg
marvel/train/ironman/pic_017.jpg,ironman,train,train,dataset/train/ironman/pic_017.jpg
marvel/train/thanos/pic_186.jpg,thanos,train,train,dataset/train/thanos/pic_186.jpg
marvel/train/ironman/pic_223.jpg,ironman,train,train,dataset/train/ironman/pic_223.jpg
marvel/train/hulk/pic_268.jpg,hulk,train,train,dataset/train/hulk/pic_268.jpg
marvel/train/spider-man/pic_394.jpg,spider-man,train,train,dataset/train/spider-man/pic_394.jpg
marvel/train/captain america/pic_210.jpg,captain america,train,train,dataset/train/captain america/pic_210.jpg
marvel/train/hulk/pic_035.jpg,hulk,train,train,dataset/train/hulk/pic_035.jpg
marvel/train/captain america/pic_266.jpg,captain america,train,train,dataset/train/captain america/pic_266.jpg
marvel/train/ironman/pic_325.jpg,ironman,train,train,dataset/train/ironman/pic_325.jpg
marvel/train/ironman/pic_346.jpg,ironman,train,train,dataset/train/ironman/pic_346.jpg
marvel/train/spider-man/pic_261.jpg,spider-man,train,train,dataset/train/spider-man/pic_261.jpg
marvel/train/spider-man/pic_249.jpg,spider-man,train,train,dataset/train/spider-man/pic_249.jpg
marvel/train/loki/pic_359.jpg,loki,train,train,dataset/train/loki/pic_359.jpg
marvel/train/ironman/pic_392.jpg,ironman,train,train,dataset/train/ironman/pic_392.jpg
marvel/train/black widow/pic_038.jpg,black widow,train,train,dataset/train/black widow/pic_038.jpg
marvel/train/ironman/pic_252.jpg,ironman,train,train,dataset/train/ironman/pic_252.jpg
marvel/train/loki/pic_118.jpg,loki,train,train,dataset/train/loki/pic_118.jpg
marvel/train/spider-man/pic_048.jpg,spider-man,train,train,dataset/train/spider-man/pic_048.jpg
marvel/train/spider-man/pic_315.jpg,spider-man,train,train,dataset/train/spider-man/pic_315.jpg
marvel/train/doctor strange/pic_089.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_089.jpg
marvel/train/thanos/pic_302.jpg,thanos,train,train,dataset/train/thanos/pic_302.jpg
marvel/train/loki/pic_346.jpg,loki,train,train,dataset/train/loki/pic_346.jpg
marvel/train/black widow/pic_032.jpg,black widow,train,train,dataset/train/black widow/pic_032.jpg
marvel/train/black widow/pic_056.jpg,black widow,train,train,dataset/train/black widow/pic_056.jpg
marvel/train/spider-man/pic_378.jpg,spider-man,train,train,dataset/train/spider-man/pic_378.jpg
marvel/train/black widow/pic_103.jpg,black widow,train,train,dataset/train/black widow/pic_103.jpg
marvel/train/loki/pic_103.jpg,loki,train,train,dataset/train/loki/pic_103.jpg
marvel/train/doctor strange/pic_233.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_233.jpg
marvel/train/spider-man/pic_387.jpg,spider-man,train,train,dataset/train/spider-man/pic_387.jpg
marvel/train/black widow/pic_017.jpg,black widow,train,train,dataset/train/black widow/pic_017.jpg
marvel/train/doctor strange/pic_087.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_087.jpg
marvel/train/black widow/pic_289.jpg,black widow,train,train,dataset/train/black widow/pic_289.jpg
marvel/train/hulk/pic_120.jpg,hulk,train,train,dataset/train/hulk/pic_120.jpg
marvel/train/captain america/pic_128.jpg,captain america,train,train,dataset/train/captain america/pic_128.jpg
marvel/train/spider-man/pic_265.jpg,spider-man,train,train,dataset/train/spider-man/pic_265.jpg
marvel/train/hulk/pic_336.jpg,hulk,train,train,dataset/train/hulk/pic_336.jpg
marvel/train/hulk/pic_162.jpg,hulk,train,train,dataset/train/hulk/pic_162.jpg
marvel/train/captain america/pic_192.jpg,captain america,train,train,dataset/train/captain america/pic_192.jpg
marvel/train/loki/pic_210.jpg,loki,train,train,dataset/train/loki/pic_210.jpg
marvel/train/captain america/pic_012.jpg,captain america,train,train,dataset/train/captain america/pic_012.jpg
marvel/train/spider-man/pic_170.jpg,spider-man,train,train,dataset/train/spider-man/pic_170.jpg
marvel/train/ironman/pic_351.jpg,ironman,train,train,dataset/train/ironman/pic_351.jpg
marvel/train/black widow/pic_039.jpg,black widow,train,train,dataset/train/black widow/pic_039.jpg
marvel/train/captain america/pic_390.jpg,captain america,train,train,dataset/train/captain america/pic_390.jpg
marvel/train/doctor strange/pic_380.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_380.jpg
marvel/train/captain america/pic_252.jpg,captain america,train,train,dataset/train/captain america/pic_252.jpg
marvel/train/captain america/pic_249.jpg,captain america,train,train,dataset/train/captain america/pic_249.jpg
marvel/train/hulk/pic_127.jpg,hulk,train,train,dataset/train/hulk/pic_127.jpg
marvel/train/captain america/pic_362.jpg,captain america,train,train,dataset/train/captain america/pic_362.jpg
marvel/train/doctor strange/pic_282.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_282.jpg
marvel/train/loki/pic_127.jpg,loki,train,train,dataset/train/loki/pic_127.jpg
marvel/train/black widow/pic_012.jpg,black widow,train,train,dataset/train/black widow/pic_012.jpg
marvel/train/hulk/pic_003.jpg,hulk,train,train,dataset/train/hulk/pic_003.jpg
marvel/train/hulk/pic_229.jpg,hulk,train,train,dataset/train/hulk/pic_229.jpg
marvel/train/spider-man/pic_230.jpg,spider-man,train,train,dataset/train/spider-man/pic_230.jpg
marvel/train/black widow/pic_392.jpg,black widow,train,train,dataset/train/black widow/pic_392.jpg
marvel/train/thanos/pic_327.jpg,thanos,train,train,dataset/train/thanos/pic_327.jpg
marvel/train/spider-man/pic_148.jpg,spider-man,train,train,dataset/train/spider-man/pic_148.jpg
marvel/train/loki/pic_207.jpg,loki,train,train,dataset/train/loki/pic_207.jpg
marvel/train/captain america/pic_255.jpg,captain america,train,train,dataset/train/captain america/pic_255.jpg
marvel/train/thanos/pic_002.jpg,thanos,train,train,dataset/train/thanos/pic_002.jpg
marvel/train/black widow/pic_248.jpg,black widow,train,train,dataset/train/black widow/pic_248.jpg
marvel/train/thanos/pic_338.jpg,thanos,train,train,dataset/train/thanos/pic_338.jpg
marvel/train/black widow/pic_344.jpg,black widow,train,train,dataset/train/black widow/pic_344.jpg
marvel/train/loki/pic_383.jpg,loki,train,train,dataset/train/loki/pic_383.jpg
marvel/train/hulk/pic_031.jpg,hulk,train,train,dataset/train/hulk/pic_031.jpg
marvel/train/black widow/pic_052.jpg,black widow,train,train,dataset/train/black widow/pic_052.jpg
marvel/train/doctor strange/pic_016.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_016.jpg
marvel/train/ironman/pic_370.jpg,ironman,train,train,dataset/train/ironman/pic_370.jpg
marvel/train/thanos/pic_109.jpg,thanos,train,train,dataset/train/thanos/pic_109.jpg
marvel/train/doctor strange/pic_253.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_253.jpg
marvel/train/thanos/pic_249.jpg,thanos,train,train,dataset/train/thanos/pic_249.jpg
marvel/train/hulk/pic_025.jpg,hulk,train,train,dataset/train/hulk/pic_025.jpg
marvel/train/black widow/pic_022.jpg,black widow,train,train,dataset/train/black widow/pic_022.jpg
marvel/train/doctor strange/pic_379.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_379.jpg
marvel/train/ironman/pic_036.jpg,ironman,train,train,dataset/train/ironman/pic_036.jpg
marvel/train/thanos/pic_339.jpg,thanos,train,train,dataset/train/thanos/pic_339.jpg
marvel/train/black widow/pic_004.jpg,black widow,train,train,dataset/train/black widow/pic_004.jpg
marvel/train/captain america/pic_026.jpg,captain america,train,train,dataset/train/captain america/pic_026.jpg
marvel/train/doctor strange/pic_234.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_234.jpg
marvel/train/captain america/pic_061.jpg,captain america,train,train,dataset/train/captain america/pic_061.jpg
marvel/train/captain america/pic_399.jpg,captain america,train,train,dataset/train/captain america/pic_399.jpg
marvel/train/ironman/pic_114.jpg,ironman,train,train,dataset/train/ironman/pic_114.jpg
marvel/train/black widow/pic_154.jpg,black widow,train,train,dataset/train/black widow/pic_154.jpg
marvel/train/loki/pic_244.jpg,loki,train,train,dataset/train/loki/pic_244.jpg
marvel/train/hulk/pic_302.jpg,hulk,train,train,dataset/train/hulk/pic_302.jpg
marvel/train/thanos/pic_175.jpg,thanos,train,train,dataset/train/thanos/pic_175.jpg
marvel/train/captain america/pic_162.jpg,captain america,train,train,dataset/train/captain america/pic_162.jpg
marvel/train/doctor strange/pic_246.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_246.jpg
marvel/train/spider-man/pic_165.jpg,spider-man,train,train,dataset/train/spider-man/pic_165.jpg
marvel/train/hulk/pic_312.jpg,hulk,train,train,dataset/train/hulk/pic_312.jpg
marvel/train/hulk/pic_375.jpg,hulk,train,train,dataset/train/hulk/pic_375.jpg
marvel/train/hulk/pic_191.jpg,hulk,train,train,dataset/train/hulk/pic_191.jpg
marvel/train/loki/pic_237.jpg,loki,train,train,dataset/train/loki/pic_237.jpg
marvel/train/hulk/pic_296.jpg,hulk,train,train,dataset/train/hulk/pic_296.jpg
marvel/train/hulk/pic_128.jpg,hulk,train,train,dataset/train/hulk/pic_128.jpg
marvel/train/black widow/pic_229.jpg,black widow,train,train,dataset/train/black widow/pic_229.jpg
marvel/train/hulk/pic_160.jpg,hulk,train,train,dataset/train/hulk/pic_160.jpg
marvel/train/spider-man/pic_052.jpg,spider-man,train,train,dataset/train/spider-man/pic_052.jpg
marvel/train/loki/pic_027.jpg,loki,train,train,dataset/train/loki/pic_027.jpg
marvel/train/hulk/pic_027.jpg,hulk,train,train,dataset/train/hulk/pic_027.jpg
marvel/train/doctor strange/pic_325.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_325.jpg
marvel/train/black widow/pic_125.jpg,black widow,train,train,dataset/train/black widow/pic_125.jpg
marvel/train/loki/pic_387.jpg,loki,train,train,dataset/train/loki/pic_387.jpg
marvel/train/ironman/pic_135.jpg,ironman,train,train,dataset/train/ironman/pic_135.jpg
marvel/train/black widow/pic_112.jpg,black widow,train,train,dataset/train/black widow/pic_112.jpg
marvel/train/captain america/pic_393.jpg,captain america,train,train,dataset/train/captain america/pic_393.jpg
marvel/train/doctor strange/pic_273.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_273.jpg
marvel/train/thanos/pic_029.jpg,thanos,train,train,dataset/train/thanos/pic_029.jpg
marvel/train/doctor strange/pic_384.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_384.jpg
marvel/train/ironman/pic_320.jpg,ironman,train,train,dataset/train/ironman/pic_320.jpg
marvel/train/hulk/pic_165.jpg,hulk,train,train,dataset/train/hulk/pic_165.jpg
marvel/train/loki/pic_054.jpg,loki,train,train,dataset/train/loki/pic_054.jpg
marvel/train/doctor strange/pic_111.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_111.jpg
marvel/train/black widow/pic_122.jpg,black widow,train,train,dataset/train/black widow/pic_122.jpg
marvel/train/ironman/pic_173.jpg,ironman,train,train,dataset/train/ironman/pic_173.jpg
marvel/train/thanos/pic_384.jpg,thanos,train,train,dataset/train/thanos/pic_384.jpg
marvel/train/ironman/pic_175.jpg,ironman,train,train,dataset/train/ironman/pic_175.jpg
marvel/train/black widow/pic_102.jpg,black widow,train,train,dataset/train/black widow/pic_102.jpg
marvel/train/captain america/pic_298.jpg,captain america,train,train,dataset/train/captain america/pic_298.jpg
marvel/train/hulk/pic_348.jpg,hulk,train,train,dataset/train/hulk/pic_348.jpg
marvel/train/hulk/pic_065.jpg,hulk,train,train,dataset/train/hulk/pic_065.jpg
marvel/train/thanos/pic_189.jpg,thanos,train,train,dataset/train/thanos/pic_189.jpg
marvel/train/thanos/pic_081.jpg,thanos,train,train,dataset/train/thanos/pic_081.jpg
marvel/train/ironman/pic_396.jpg,ironman,train,train,dataset/train/ironman/pic_396.jpg
marvel/train/loki/pic_241.jpg,loki,train,train,dataset/train/loki/pic_241.jpg
marvel/train/doctor strange/pic_317.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_317.jpg
marvel/train/loki/pic_253.jpg,loki,train,train,dataset/train/loki/pic_253.jpg
marvel/train/spider-man/pic_373.jpg,spider-man,train,train,dataset/train/spider-man/pic_373.jpg
marvel/train/spider-man/pic_216.jpg,spider-man,train,train,dataset/train/spider-man/pic_216.jpg
marvel/train/thanos/pic_232.jpg,thanos,train,train,dataset/train/thanos/pic_232.jpg
marvel/train/black widow/pic_025.jpg,black widow,train,train,dataset/train/black widow/pic_025.jpg
marvel/train/captain america/pic_063.jpg,captain america,train,train,dataset/train/captain america/pic_063.jpg
marvel/train/doctor strange/pic_128.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_128.jpg
marvel/train/black widow/pic_117.jpg,black widow,train,train,dataset/train/black widow/pic_117.jpg
marvel/train/ironman/1Y2wxbzoF4ZNXXFjaxoSkRA.jpg,ironman,train,train,dataset/train/ironman/1Y2wxbzoF4ZNXXFjaxoSkRA.jpg
marvel/train/loki/pic_337.jpg,loki,train,train,dataset/train/loki/pic_337.jpg
marvel/train/spider-man/pic_021.jpg,spider-man,train,train,dataset/train/spider-man/pic_021.jpg
marvel/train/ironman/pic_019.jpg,ironman,train,train,dataset/train/ironman/pic_019.jpg
marvel/train/ironman/pic_129.jpg,ironman,train,train,dataset/train/ironman/pic_129.jpg
marvel/train/thanos/pic_142.jpg,thanos,train,train,dataset/train/thanos/pic_142.jpg
marvel/train/hulk/pic_096.jpg,hulk,train,train,dataset/train/hulk/pic_096.jpg
marvel/train/thanos/pic_157.jpg,thanos,train,train,dataset/train/thanos/pic_157.jpg
marvel/train/loki/pic_193.jpg,loki,train,train,dataset/train/loki/pic_193.jpg
marvel/train/loki/pic_130.jpg,loki,train,train,dataset/train/loki/pic_130.jpg
marvel/train/black widow/pic_238.jpg,black widow,train,train,dataset/train/black widow/pic_238.jpg
marvel/train/doctor strange/pic_429.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_429.jpg
marvel/train/ironman/pic_169.jpg,ironman,train,train,dataset/train/ironman/pic_169.jpg
marvel/train/black widow/pic_247.jpg,black widow,train,train,dataset/train/black widow/pic_247.jpg
marvel/train/captain america/pic_133.jpg,captain america,train,train,dataset/train/captain america/pic_133.jpg
marvel/train/loki/pic_325.jpg,loki,train,train,dataset/train/loki/pic_325.jpg
marvel/train/captain america/pic_152.jpg,captain america,train,train,dataset/train/captain america/pic_152.jpg
marvel/train/thanos/pic_321.jpg,thanos,train,train,dataset/train/thanos/pic_321.jpg
marvel/train/thanos/pic_127.jpg,thanos,train,train,dataset/train/thanos/pic_127.jpg
marvel/train/black widow/pic_185.jpg,black widow,train,train,dataset/train/black widow/pic_185.jpg
marvel/train/spider-man/pic_201.jpg,spider-man,train,train,dataset/train/spider-man/pic_201.jpg
marvel/train/doctor strange/pic_042.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_042.jpg
marvel/train/ironman/pic_251.jpg,ironman,train,train,dataset/train/ironman/pic_251.jpg
marvel/train/hulk/pic_214.jpg,hulk,train,train,dataset/train/hulk/pic_214.jpg
marvel/train/loki/pic_245.jpg,loki,train,train,dataset/train/loki/pic_245.jpg
marvel/train/thanos/pic_124.jpg,thanos,train,train,dataset/train/thanos/pic_124.jpg
marvel/train/doctor strange/pic_032.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_032.jpg
marvel/train/doctor strange/pic_103.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_103.jpg
marvel/train/ironman/pic_272.jpg,ironman,train,train,dataset/train/ironman/pic_272.jpg
marvel/train/captain america/pic_050.jpg,captain america,train,train,dataset/train/captain america/pic_050.jpg
marvel/train/spider-man/pic_175.jpg,spider-man,train,train,dataset/train/spider-man/pic_175.jpg
marvel/train/doctor strange/pic_254.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_254.jpg
marvel/train/loki/pic_287.jpg,loki,train,train,dataset/train/loki/pic_287.jpg
marvel/train/loki/pic_305.jpg,loki,train,train,dataset/train/loki/pic_305.jpg
marvel/train/doctor strange/pic_164.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_164.jpg
marvel/train/loki/pic_342.jpg,loki,train,train,dataset/train/loki/pic_342.jpg
marvel/train/hulk/pic_238.jpg,hulk,train,train,dataset/train/hulk/pic_238.jpg
marvel/train/black widow/pic_089.jpg,black widow,train,train,dataset/train/black widow/pic_089.jpg
marvel/train/spider-man/pic_183.jpg,spider-man,train,train,dataset/train/spider-man/pic_183.jpg
marvel/train/doctor strange/pic_154.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_154.jpg
marvel/train/captain america/pic_084.jpg,captain america,train,train,dataset/train/captain america/pic_084.jpg
marvel/train/hulk/pic_121.jpg,hulk,train,train,dataset/train/hulk/pic_121.jpg
marvel/train/captain america/pic_400.jpg,captain america,train,train,dataset/train/captain america/pic_400.jpg
marvel/train/spider-man/pic_134.jpg,spider-man,train,train,dataset/train/spider-man/pic_134.jpg
marvel/train/thanos/pic_015.jpg,thanos,train,train,dataset/train/thanos/pic_015.jpg
marvel/train/doctor strange/pic_066.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_066.jpg
marvel/train/captain america/pic_325.jpg,captain america,train,train,dataset/train/captain america/pic_325.jpg
marvel/train/thanos/pic_187.jpg,thanos,train,train,dataset/train/thanos/pic_187.jpg
marvel/train/ironman/pic_201.jpg,ironman,train,train,dataset/train/ironman/pic_201.jpg
marvel/train/black widow/pic_045.jpg,black widow,train,train,dataset/train/black widow/pic_045.jpg
marvel/train/doctor strange/pic_376.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_376.jpg
marvel/train/thanos/pic_315.jpg,thanos,train,train,dataset/train/thanos/pic_315.jpg
marvel/train/captain america/pic_065.jpg,captain america,train,train,dataset/train/captain america/pic_065.jpg
marvel/train/hulk/pic_350.jpg,hulk,train,train,dataset/train/hulk/pic_350.jpg
marvel/train/ironman/pic_188.jpg,ironman,train,train,dataset/train/ironman/pic_188.jpg
marvel/train/captain america/pic_041.jpg,captain america,train,train,dataset/train/captain america/pic_041.jpg
marvel/train/ironman/pic_376.jpg,ironman,train,train,dataset/train/ironman/pic_376.jpg
marvel/train/spider-man/pic_089.jpg,spider-man,train,train,dataset/train/spider-man/pic_089.jpg
marvel/train/loki/pic_033.jpg,loki,train,train,dataset/train/loki/pic_033.jpg
marvel/train/spider-man/pic_011.jpg,spider-man,train,train,dataset/train/spider-man/pic_011.jpg
marvel/train/black widow/pic_320.jpg,black widow,train,train,dataset/train/black widow/pic_320.jpg
marvel/train/loki/pic_399.jpg,loki,train,train,dataset/train/loki/pic_399.jpg
marvel/train/spider-man/pic_149.jpg,spider-man,train,train,dataset/train/spider-man/pic_149.jpg
marvel/train/spider-man/pic_213.jpg,spider-man,train,train,dataset/train/spider-man/pic_213.jpg
marvel/train/ironman/pic_072.jpg,ironman,train,train,dataset/train/ironman/pic_072.jpg
marvel/train/loki/pic_112.jpg,loki,train,train,dataset/train/loki/pic_112.jpg
marvel/train/black widow/pic_173.jpg,black widow,train,train,dataset/train/black widow/pic_173.jpg
marvel/train/hulk/pic_006.jpg,hulk,train,train,dataset/train/hulk/pic_006.jpg
marvel/train/loki/pic_205.jpg,loki,train,train,dataset/train/loki/pic_205.jpg
marvel/train/doctor strange/pic_264.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_264.jpg
